# HoMM1 executable DNA census against VC4 LIBC.LIB/OLDNAMES.LIB.
# Exact rows mask relocation fields on both sides; order rows are bracketed by exact anchors.
rva	size	name	class	source	symbol	detail
0x00064514	0xc	FUN_00464514	linker-pad			trailing 90/CC alignment fill
0x00064520	0x783	FUN_00464520	unknown			-
0x00064ca3	0x9ce	FUN_00464CA3	unknown			-
0x00065671	0xca	FUN_00465671	unknown			-
0x0006573b	0xbb	FUN_0046573B	unknown			-
0x000657f6	0xd7	FUN_004657F6	unknown			-
0x000658cd	0xb3	FUN_004658CD	unknown			-
0x00065980	0xb3	FUN_00465980	unknown			-
0x00065a33	0x109	FUN_00465A33	unknown			-
0x00065b3c	0xbb	FUN_00465B3C	unknown			-
0x00065bf7	0x1b0	FUN_00465BF7	unknown			-
0x00065da7	0x2a9	FUN_00465DA7	unknown			-
0x00066050	0x20f	FUN_00466050	unknown			-
0x0006625f	0x229	FUN_0046625F	unknown			-
0x00066488	0x8	FUN_00466488	linker-pad			trailing 90/CC alignment fill
0x00066490	0xc9	FUN_00466490	unknown			-
0x00066559	0x18	FUN_00466559	unknown			-
0x00066571	0x71	FUN_00466571	unknown			-
0x000665e2	0x122	FUN_004665E2	unknown			-
0x00066704	0x237	FUN_00466704	unknown			-
0x0006693b	0xf1	FUN_0046693B	unknown			-
0x00066a2c	0x855	FUN_00466A2C	unknown			-
0x00067281	0x63	FUN_00467281	unknown			-
0x000672e4	0x61	FUN_004672E4	unknown			-
0x00067345	0x852	FUN_00467345	unknown			-
0x00067b97	0xca2	FUN_00467B97	unknown			-
0x00068839	0x10	FUN_00468839	eh-funclet			FuncInfo/unwind-map child record
0x00068849	0x18	FUN_00468849	eh-funclet			FuncInfo/unwind-map child record
0x00068861	0x765	FUN_00468861	unknown			-
0x00068fc6	0x2d	FUN_00468FC6	unknown			-
0x00068ff3	0x108d	FUN_00468FF3	unknown			-
0x0006a080	0x49	FUN_0046A080	unknown			-
0x0006a0c9	0x27	FUN_0046A0C9	unknown			-
0x0006a0f0	0xfc	FUN_0046A0F0	unknown			-
0x0006a1ec	0x27	FUN_0046A1EC	unknown			-
0x0006a213	0x1c9	FUN_0046A213	unknown			-
0x0006a3dc	0x249	FUN_0046A3DC	unknown			-
0x0006a625	0x2ae	FUN_0046A625	unknown			-
0x0006a8d3	0x176	FUN_0046A8D3	unknown			-
0x0006aa49	0x8a9	FUN_0046AA49	unknown			-
0x0006b2f2	0x34	FUN_0046B2F2	unknown			-
0x0006b326	0x131	FUN_0046B326	unknown			-
0x0006b457	0xb2	FUN_0046B457	unknown			-
0x0006b509	0x1de	FUN_0046B509	unknown			-
0x0006b6e7	0x3a3	FUN_0046B6E7	unknown			-
0x0006ba8a	0x6	FUN_0046BA8A	linker-pad			trailing 90/CC alignment fill
0x0006ba90	0x68	FUN_0046BA90	unknown			-
0x0006baf8	0x18	FUN_0046BAF8	unknown			-
0x0006bb10	0x5d	FUN_0046BB10	unknown			-
0x0006bb6d	0x1ed	FUN_0046BB6D	unknown			-
0x0006bd5a	0x56	FUN_0046BD5A	unknown			-
0x0006bdb0	0xf0	FUN_0046BDB0	unknown			-
0x0006bea0	0x217	FUN_0046BEA0	unknown			-
0x0006c0b7	0x1e3	FUN_0046C0B7	unknown			-
0x0006c29a	0x53	FUN_0046C29A	unknown			-
0x0006c2ed	0x69a	FUN_0046C2ED	unknown			-
0x0006c987	0xd	FUN_0046C987	eh-funclet			FuncInfo/unwind-map child record
0x0006c994	0x1b	FUN_0046C994	eh-funclet			FuncInfo/unwind-map child record
0x0006c9af	0x7c	FUN_0046C9AF	unknown			-
0x0006ca2b	0xab	FUN_0046CA2B	unknown			-
0x0006cad6	0x1ba	FUN_0046CAD6	unknown			-
0x0006cc90	0x1af	FUN_0046CC90	unknown			-
0x0006ce3f	0x4a	FUN_0046CE3F	unknown			-
0x0006ce89	0x59	FUN_0046CE89	unknown			-
0x0006cee2	0x452	FUN_0046CEE2	unknown			-
0x0006d334	0xd0	FUN_0046D334	unknown			-
0x0006d404	0xf2	FUN_0046D404	unknown			-
0x0006d4f6	0x14f	FUN_0046D4F6	unknown			-
0x0006d645	0x1e	FUN_0046D645	unknown			-
0x0006d663	0x2f4	FUN_0046D663	unknown			-
0x0006d957	0x57	FUN_0046D957	unknown			-
0x0006d9ae	0x52e	FUN_0046D9AE	unknown			-
0x0006dedc	0x6c8	FUN_0046DEDC	unknown			-
0x0006e5a4	0xc	FUN_0046E5A4	linker-pad			trailing 90/CC alignment fill
0x0006e5b0	0x4a	FUN_0046E5B0	unknown			-
0x0006e5fa	0x4d	FUN_0046E5FA	unknown			-
0x0006e647	0x4b	FUN_0046E647	unknown			-
0x0006e692	0x8a	FUN_0046E692	unknown			-
0x0006e71c	0x151	FUN_0046E71C	unknown			-
0x0006e86d	0x2b3	FUN_0046E86D	unknown			-
0x0006eb20	0x181	FUN_0046EB20	unknown			-
0x0006eca1	0xf	FUN_0046ECA1	linker-pad			trailing 90/CC alignment fill
0x0006ecb0	0x75	FUN_0046ECB0	unknown			-
0x0006ed25	0x3e	FUN_0046ED25	unknown			-
0x0006ed63	0x4d	FUN_0046ED63	unknown			-
0x0006edb0	0x2ad	FUN_0046EDB0	unknown			-
0x0006f05d	0xd	FUN_0046F05D	eh-funclet			FuncInfo/unwind-map child record
0x0006f06a	0x1b	FUN_0046F06A	eh-funclet			FuncInfo/unwind-map child record
0x0006f085	0x123	FUN_0046F085	unknown			-
0x0006f1a8	0x21f	FUN_0046F1A8	unknown			-
0x0006f3c7	0x9ac	FUN_0046F3C7	unknown			-
0x0006fd73	0xa5	FUN_0046FD73	unknown			-
0x0006fe18	0x112	FUN_0046FE18	unknown			-
0x0006ff2a	0x28e	FUN_0046FF2A	unknown			-
0x000701b8	0x492	FUN_004701B8	unknown			-
0x0007064a	0x37a	FUN_0047064A	unknown			-
0x000709c4	0xd	FUN_004709C4	eh-funclet			FuncInfo/unwind-map child record
0x000709d1	0x18	FUN_004709D1	eh-funclet			FuncInfo/unwind-map child record
0x000709e9	0x7	FUN_004709E9	linker-pad			trailing 90/CC alignment fill
0x000709f0	0x5f	FUN_004709F0	unknown			-
0x00070a4f	0x5a	FUN_00470A4F	unknown			-
0x00070aa9	0xb5	FUN_00470AA9	unknown			-
0x00070b5e	0x2f3	FUN_00470B5E	unknown			-
0x00070e51	0xd4	FUN_00470E51	unknown			-
0x00070f25	0x24	FUN_00470F25	unknown			-
0x00070f49	0xde	FUN_00470F49	unknown			-
0x00071027	0x1d4	FUN_00471027	unknown			-
0x000711fb	0xe27	FUN_004711FB	unknown			-
0x00072022	0xe	FUN_00472022	linker-pad			trailing 90/CC alignment fill
0x00072030	0x1c9	FUN_00472030	unknown			-
0x000721f9	0x80	FUN_004721F9	unknown			-
0x00072279	0x9d9	FUN_00472279	unknown			-
0x00072c52	0xe	FUN_00472C52	linker-pad			trailing 90/CC alignment fill
0x00072c60	0x6b	FUN_00472C60	unknown			-
0x00072ccb	0x49	FUN_00472CCB	unknown			-
0x00072d14	0x23	FUN_00472D14	unknown			-
0x00072d37	0x2e5	FUN_00472D37	unknown			-
0x0007301c	0x111	FUN_0047301C	unknown			-
0x0007312d	0xad	FUN_0047312D	unknown			-
0x000731da	0x113	FUN_004731DA	unknown			-
0x000732ed	0x13	FUN_004732ED	unknown			-
0x00073300	0x66	FUN_00473300	unknown			-
0x00073366	0xd5	FUN_00473366	unknown			-
0x0007343b	0x1	FUN_0047343B	linker-pad			trailing 90/CC alignment fill
0x0007343c	0x6	FUN_0047343C	import-thunk	NETAPI32.dll	Netbios	IAT RVA 0xd65ac
0x00073442	0xe	FUN_00473442	linker-pad			trailing 90/CC alignment fill
0x00073450	0x199	FUN_00473450	unknown			-
0x000735e9	0x7	FUN_004735E9	linker-pad			trailing 90/CC alignment fill
0x000735f0	0x30	FUN_004735F0	unknown			-
0x00073620	0x45	FUN_00473620	unknown			-
0x00073665	0xb	FUN_00473665	linker-pad			trailing 90/CC alignment fill
0x00073670	0xdd	FUN_00473670	unknown			-
0x0007374d	0x3	FUN_0047374D	linker-pad			trailing 90/CC alignment fill
0x00073750	0xcd	FUN_00473750	unknown			-
0x0007381d	0x3	FUN_0047381D	linker-pad			trailing 90/CC alignment fill
0x00073820	0x3a	FUN_00473820	unknown			-
0x0007385a	0x6	FUN_0047385A	linker-pad			trailing 90/CC alignment fill
0x00073860	0x60	FUN_00473860	unknown			-
0x000738c0	0x1	FUN_004738C0	unknown			-
0x000738c1	0xf	FUN_004738C1	linker-pad			trailing 90/CC alignment fill
0x000738d0	0x1	FUN_004738D0	unknown			-
0x000738d1	0xf	FUN_004738D1	linker-pad			trailing 90/CC alignment fill
0x000738e0	0x1e6	FUN_004738E0	unknown			-
0x00073ac6	0xa	FUN_00473AC6	linker-pad			trailing 90/CC alignment fill
0x00073ad0	0x2ad	FUN_00473AD0	unknown			-
0x00073d7d	0x3	FUN_00473D7D	linker-pad			trailing 90/CC alignment fill
0x00073d80	0x1	FUN_00473D80	unknown			-
0x00073d81	0xf	FUN_00473D81	linker-pad			trailing 90/CC alignment fill
0x00073d90	0x4a	FUN_00473D90	unknown			-
0x00073dda	0x6	FUN_00473DDA	linker-pad			trailing 90/CC alignment fill
0x00073de0	0x1b0	FUN_00473DE0	unknown			-
0x00073f90	0x46	FUN_00473F90	unknown			-
0x00073fd6	0xa	FUN_00473FD6	linker-pad			trailing 90/CC alignment fill
0x00073fe0	0x141	FUN_00473FE0	unknown			-
0x00074121	0xf	FUN_00474121	linker-pad			trailing 90/CC alignment fill
0x00074130	0x3c	FUN_00474130	unknown			-
0x0007416c	0x4	FUN_0047416C	linker-pad			trailing 90/CC alignment fill
0x00074170	0xce	FUN_00474170	unknown			-
0x0007423e	0x2	FUN_0047423E	linker-pad			trailing 90/CC alignment fill
0x00074240	0x87	FUN_00474240	unknown			-
0x000742c7	0x9	FUN_004742C7	linker-pad			trailing 90/CC alignment fill
0x000742d0	0x1e0	FUN_004742D0	unknown			-
0x000744b0	0xed	FUN_004744B0	unknown			-
0x0007459d	0x3	FUN_0047459D	linker-pad			trailing 90/CC alignment fill
0x000745a0	0xbf	FUN_004745A0	unknown			-
0x0007465f	0x1	FUN_0047465F	linker-pad			trailing 90/CC alignment fill
0x00074660	0x4e	FUN_00474660	unknown			-
0x000746ae	0x2	FUN_004746AE	linker-pad			trailing 90/CC alignment fill
0x000746b0	0x88	FUN_004746B0	unknown			-
0x00074738	0x8	FUN_00474738	linker-pad			trailing 90/CC alignment fill
0x00074740	0x320	FUN_00474740	unknown			-
0x00074a60	0x19	FUN_00474A60	unknown			-
0x00074a79	0x7	FUN_00474A79	linker-pad			trailing 90/CC alignment fill
0x00074a80	0xad	FUN_00474A80	unknown			-
0x00074b2d	0x3	FUN_00474B2D	linker-pad			trailing 90/CC alignment fill
0x00074b30	0x448	FUN_00474B30	unknown			-
0x00074f78	0x8	FUN_00474F78	linker-pad			trailing 90/CC alignment fill
0x00074f80	0x9d	FUN_00474F80	unknown			-
0x0007501d	0x3	FUN_0047501D	linker-pad			trailing 90/CC alignment fill
0x00075020	0xb0	FUN_00475020	unknown			-
0x000750d0	0x145	FUN_004750D0	unknown			-
0x00075215	0xb	FUN_00475215	linker-pad			trailing 90/CC alignment fill
0x00075220	0x116	FUN_00475220	unknown			-
0x00075336	0xa	FUN_00475336	linker-pad			trailing 90/CC alignment fill
0x00075340	0x98	FUN_00475340	unknown			-
0x000753d8	0x8	FUN_004753D8	linker-pad			trailing 90/CC alignment fill
0x000753e0	0x20	FUN_004753E0	unknown			-
0x00075400	0x2e	FUN_00475400	unknown			-
0x0007542e	0x2	FUN_0047542E	linker-pad			trailing 90/CC alignment fill
0x00075430	0xfd	FUN_00475430	unknown			-
0x0007552d	0x3	FUN_0047552D	linker-pad			trailing 90/CC alignment fill
0x00075530	0x84	FUN_00475530	unknown			-
0x000755b4	0xc	FUN_004755B4	linker-pad			trailing 90/CC alignment fill
0x000755c0	0x90	FUN_004755C0	unknown			-
0x00075650	0x1d4	FUN_00475650	unknown			-
0x00075824	0xc	FUN_00475824	linker-pad			trailing 90/CC alignment fill
0x00075830	0x9b	FUN_00475830	unknown			-
0x000758cb	0x5	FUN_004758CB	linker-pad			trailing 90/CC alignment fill
0x000758d0	0x85	FUN_004758D0	unknown			-
0x00075955	0xb	FUN_00475955	linker-pad			trailing 90/CC alignment fill
0x00075960	0x90	FUN_00475960	unknown			-
0x000759f0	0x96	FUN_004759F0	unknown			-
0x00075a86	0xa	FUN_00475A86	linker-pad			trailing 90/CC alignment fill
0x00075a90	0x96	FUN_00475A90	unknown			-
0x00075b26	0xa	FUN_00475B26	linker-pad			trailing 90/CC alignment fill
0x00075b30	0x34	FUN_00475B30	unknown			-
0x00075b64	0xc	FUN_00475B64	linker-pad			trailing 90/CC alignment fill
0x00075b70	0x86	FUN_00475B70	unknown			-
0x00075bf6	0xa	FUN_00475BF6	linker-pad			trailing 90/CC alignment fill
0x00075c00	0x96	FUN_00475C00	unknown			-
0x00075c96	0xa	FUN_00475C96	linker-pad			trailing 90/CC alignment fill
0x00075ca0	0x96	FUN_00475CA0	unknown			-
0x00075d36	0xa	FUN_00475D36	linker-pad			trailing 90/CC alignment fill
0x00075d40	0x9c	FUN_00475D40	unknown			-
0x00075ddc	0x4	FUN_00475DDC	linker-pad			trailing 90/CC alignment fill
0x00075de0	0x87	FUN_00475DE0	unknown			-
0x00075e67	0x9	FUN_00475E67	linker-pad			trailing 90/CC alignment fill
0x00075e70	0x55	FUN_00475E70	unknown			-
0x00075ec5	0xb	FUN_00475EC5	linker-pad			trailing 90/CC alignment fill
0x00075ed0	0x8b	FUN_00475ED0	unknown			-
0x00075f5b	0x5	FUN_00475F5B	linker-pad			trailing 90/CC alignment fill
0x00075f60	0x4f	FUN_00475F60	unknown			-
0x00075faf	0x1	FUN_00475FAF	linker-pad			trailing 90/CC alignment fill
0x00075fb0	0x1b	FUN_00475FB0	unknown			-
0x00075fcb	0x5	FUN_00475FCB	linker-pad			trailing 90/CC alignment fill
0x00075fd0	0x8e	FUN_00475FD0	unknown			-
0x0007605e	0x2	FUN_0047605E	linker-pad			trailing 90/CC alignment fill
0x00076060	0x88	FUN_00476060	unknown			-
0x000760e8	0x8	FUN_004760E8	linker-pad			trailing 90/CC alignment fill
0x000760f0	0x88	FUN_004760F0	unknown			-
0x00076178	0x8	FUN_00476178	linker-pad			trailing 90/CC alignment fill
0x00076180	0x100	FUN_00476180	unknown			-
0x00076280	0xf2	FUN_00476280	unknown			-
0x00076372	0xe	FUN_00476372	linker-pad			trailing 90/CC alignment fill
0x00076380	0xe4	FUN_00476380	unknown			-
0x00076464	0xc	FUN_00476464	linker-pad			trailing 90/CC alignment fill
0x00076470	0x2b	FUN_00476470	unknown			-
0x0007649b	0x5	FUN_0047649B	linker-pad			trailing 90/CC alignment fill
0x000764a0	0x2e	FUN_004764A0	unknown			-
0x000764ce	0x2	FUN_004764CE	linker-pad			trailing 90/CC alignment fill
0x000764d0	0x55	FUN_004764D0	unknown			-
0x00076525	0xb	FUN_00476525	linker-pad			trailing 90/CC alignment fill
0x00076530	0x58	FUN_00476530	unknown			-
0x00076588	0x8	FUN_00476588	linker-pad			trailing 90/CC alignment fill
0x00076590	0x58	FUN_00476590	unknown			-
0x000765e8	0x8	FUN_004765E8	linker-pad			trailing 90/CC alignment fill
0x000765f0	0x5f	FUN_004765F0	unknown			-
0x0007664f	0x1	FUN_0047664F	linker-pad			trailing 90/CC alignment fill
0x00076650	0x26	FUN_00476650	unknown			-
0x00076676	0xa	FUN_00476676	linker-pad			trailing 90/CC alignment fill
0x00076680	0x5f	FUN_00476680	unknown			-
0x000766df	0x1	FUN_004766DF	linker-pad			trailing 90/CC alignment fill
0x000766e0	0xf6	FUN_004766E0	unknown			-
0x000767d6	0xa	FUN_004767D6	linker-pad			trailing 90/CC alignment fill
0x000767e0	0x106	FUN_004767E0	unknown			-
0x000768e6	0xa	FUN_004768E6	linker-pad			trailing 90/CC alignment fill
0x000768f0	0x45	FUN_004768F0	unknown			-
0x00076935	0xb	FUN_00476935	linker-pad			trailing 90/CC alignment fill
0x00076940	0x489	FUN_00476940	unknown			-
0x00076dc9	0x7	FUN_00476DC9	linker-pad			trailing 90/CC alignment fill
0x00076dd0	0x1	FUN_00476DD0	unknown			-
0x00076dd1	0xf	FUN_00476DD1	linker-pad			trailing 90/CC alignment fill
0x00076de0	0x1	FUN_00476DE0	unknown			-
0x00076de1	0xf	FUN_00476DE1	linker-pad			trailing 90/CC alignment fill
0x00076df0	0x1	FUN_00476DF0	unknown			-
0x00076df1	0xf	FUN_00476DF1	linker-pad			trailing 90/CC alignment fill
0x00076e00	0x1	FUN_00476E00	unknown			-
0x00076e01	0xf	FUN_00476E01	linker-pad			trailing 90/CC alignment fill
0x00076e10	0x3	FUN_00476E10	unknown			-
0x00076e13	0xd	FUN_00476E13	linker-pad			trailing 90/CC alignment fill
0x00076e20	0x3	FUN_00476E20	unknown			-
0x00076e23	0xd	FUN_00476E23	linker-pad			trailing 90/CC alignment fill
0x00076e30	0x1	FUN_00476E30	unknown			-
0x00076e31	0xf	FUN_00476E31	linker-pad			trailing 90/CC alignment fill
0x00076e40	0x3	FUN_00476E40	unknown			-
0x00076e43	0xd	FUN_00476E43	linker-pad			trailing 90/CC alignment fill
0x00076e50	0x3	FUN_00476E50	unknown			-
0x00076e53	0xd	FUN_00476E53	linker-pad			trailing 90/CC alignment fill
0x00076e60	0x5a	FUN_00476E60	unknown			-
0x00076eba	0x6	FUN_00476EBA	linker-pad			trailing 90/CC alignment fill
0x00076ec0	0x3	FUN_00476EC0	unknown			-
0x00076ec3	0xd	FUN_00476EC3	linker-pad			trailing 90/CC alignment fill
0x00076ed0	0x3	FUN_00476ED0	unknown			-
0x00076ed3	0xd	FUN_00476ED3	linker-pad			trailing 90/CC alignment fill
0x00076ee0	0x9	FUN_00476EE0	unknown			-
0x00076ee9	0x7	FUN_00476EE9	linker-pad			trailing 90/CC alignment fill
0x00076ef0	0x9	FUN_00476EF0	unknown			-
0x00076ef9	0x7	FUN_00476EF9	linker-pad			trailing 90/CC alignment fill
0x00076f00	0x20e	FUN_00476F00	unknown			-
0x0007710e	0x2	FUN_0047710E	linker-pad			trailing 90/CC alignment fill
0x00077110	0xd7	FUN_00477110	unknown			-
0x000771e7	0x9	FUN_004771E7	linker-pad			trailing 90/CC alignment fill
0x000771f0	0x5b7	FUN_004771F0	unknown			-
0x000777a7	0x9	FUN_004777A7	linker-pad			trailing 90/CC alignment fill
0x000777b0	0x42	FUN_004777B0	unknown			-
0x000777f2	0xe	FUN_004777F2	linker-pad			trailing 90/CC alignment fill
0x00077800	0x63	FUN_00477800	unknown			-
0x00077863	0xd	FUN_00477863	linker-pad			trailing 90/CC alignment fill
0x00077870	0xf3	FUN_00477870	unknown			-
0x00077963	0xd	FUN_00477963	linker-pad			trailing 90/CC alignment fill
0x00077970	0x1bc	FUN_00477970	unknown			-
0x00077b2c	0x4	FUN_00477B2C	linker-pad			trailing 90/CC alignment fill
0x00077b30	0x186	FUN_00477B30	unknown			-
0x00077cb6	0xa	FUN_00477CB6	linker-pad			trailing 90/CC alignment fill
0x00077cc0	0x331	FUN_00477CC0	unknown			-
0x00077ff1	0xf	FUN_00477FF1	linker-pad			trailing 90/CC alignment fill
0x00078000	0xe1	FUN_00478000	unknown			-
0x000780e1	0xf	FUN_004780E1	linker-pad			trailing 90/CC alignment fill
0x000780f0	0x4f	FUN_004780F0	unknown			-
0x0007813f	0x1	FUN_0047813F	linker-pad			trailing 90/CC alignment fill
0x00078140	0x1f1	FUN_00478140	unknown			-
0x00078331	0xf	FUN_00478331	linker-pad			trailing 90/CC alignment fill
0x00078340	0x4d	FUN_00478340	unknown			-
0x0007838d	0x3	FUN_0047838D	linker-pad			trailing 90/CC alignment fill
0x00078390	0xbd	FUN_00478390	unknown			-
0x0007844d	0x3	FUN_0047844D	linker-pad			trailing 90/CC alignment fill
0x00078450	0x16c	FUN_00478450	unknown			-
0x000785bc	0x4	FUN_004785BC	linker-pad			trailing 90/CC alignment fill
0x000785c0	0x104	FUN_004785C0	unknown			-
0x000786c4	0xc	FUN_004786C4	linker-pad			trailing 90/CC alignment fill
0x000786d0	0x26e	FUN_004786D0	unknown			-
0x0007893e	0x2	FUN_0047893E	linker-pad			trailing 90/CC alignment fill
0x00078940	0x489	FUN_00478940	unknown			-
0x00078dc9	0x7	FUN_00478DC9	linker-pad			trailing 90/CC alignment fill
0x00078dd0	0x1ad	FUN_00478DD0	unknown			-
0x00078f7d	0x3	FUN_00478F7D	linker-pad			trailing 90/CC alignment fill
0x00078f80	0x1ea	FUN_00478F80	unknown			-
0x0007916a	0x6	FUN_0047916A	linker-pad			trailing 90/CC alignment fill
0x00079170	0x10	FUN_00479170	unknown			-
0x00079180	0xfe	FUN_00479180	unknown			-
0x0007927e	0x2	FUN_0047927E	linker-pad			trailing 90/CC alignment fill
0x00079280	0xd5	FUN_00479280	unknown			-
0x00079355	0x1	FUN_00479355	linker-pad			trailing 90/CC alignment fill
0x00079356	0xcb	FUN_00479356	unknown			-
0x00079421	0x1	FUN_00479421	linker-pad			trailing 90/CC alignment fill
0x00079422	0xd5	FUN_00479422	unknown			-
0x000794f7	0x1	FUN_004794F7	linker-pad			trailing 90/CC alignment fill
0x000794f8	0xd3	FUN_004794F8	unknown			-
0x000795cb	0x1	FUN_004795CB	linker-pad			trailing 90/CC alignment fill
0x000795cc	0xd9	FUN_004795CC	unknown			-
0x000796a5	0x1	FUN_004796A5	linker-pad			trailing 90/CC alignment fill
0x000796a6	0xd6	FUN_004796A6	unknown			-
0x0007977c	0x4	FUN_0047977C	linker-pad			trailing 90/CC alignment fill
0x00079780	0x6a	FUN_00479780	unknown			-
0x000797ea	0x6	FUN_004797EA	linker-pad			trailing 90/CC alignment fill
0x000797f0	0x5d	FUN_004797F0	unknown			-
0x0007984d	0x3	FUN_0047984D	linker-pad			trailing 90/CC alignment fill
0x00079850	0x2cd	FUN_00479850	unknown			-
0x00079b1d	0x3	FUN_00479B1D	linker-pad			trailing 90/CC alignment fill
0x00079b20	0xa3	FUN_00479B20	unknown			-
0x00079bc3	0xd	FUN_00479BC3	linker-pad			trailing 90/CC alignment fill
0x00079bd0	0x22a	FUN_00479BD0	unknown			-
0x00079dfa	0x6	FUN_00479DFA	linker-pad			trailing 90/CC alignment fill
0x00079e00	0x51	FUN_00479E00	unknown			-
0x00079e51	0xf	FUN_00479E51	linker-pad			trailing 90/CC alignment fill
0x00079e60	0x132	FUN_00479E60	unknown			-
0x00079f92	0xe	FUN_00479F92	linker-pad			trailing 90/CC alignment fill
0x00079fa0	0x1c2	FUN_00479FA0	unknown			-
0x0007a162	0xe	FUN_0047A162	linker-pad			trailing 90/CC alignment fill
0x0007a170	0x10	FUN_0047A170	unknown			-
0x0007a180	0xa9	FUN_0047A180	unknown			-
0x0007a229	0x7	FUN_0047A229	linker-pad			trailing 90/CC alignment fill
0x0007a230	0x84	FUN_0047A230	unknown			-
0x0007a2b4	0xc	FUN_0047A2B4	linker-pad			trailing 90/CC alignment fill
0x0007a2c0	0x10c	FUN_0047A2C0	unknown			-
0x0007a3cc	0x4	FUN_0047A3CC	linker-pad			trailing 90/CC alignment fill
0x0007a3d0	0xd2	FUN_0047A3D0	unknown			-
0x0007a4a2	0xe	FUN_0047A4A2	linker-pad			trailing 90/CC alignment fill
0x0007a4b0	0x76	FUN_0047A4B0	unknown			-
0x0007a526	0xa	FUN_0047A526	linker-pad			trailing 90/CC alignment fill
0x0007a530	0x62	FUN_0047A530	unknown			-
0x0007a592	0xe	FUN_0047A592	linker-pad			trailing 90/CC alignment fill
0x0007a5a0	0x108	FUN_0047A5A0	unknown			-
0x0007a6a8	0x8	FUN_0047A6A8	linker-pad			trailing 90/CC alignment fill
0x0007a6b0	0x6e	FUN_0047A6B0	unknown			-
0x0007a71e	0x2	FUN_0047A71E	linker-pad			trailing 90/CC alignment fill
0x0007a720	0x4d	FUN_0047A720	unknown			-
0x0007a76d	0x3	FUN_0047A76D	linker-pad			trailing 90/CC alignment fill
0x0007a770	0xa1	FUN_0047A770	unknown			-
0x0007a811	0xf	FUN_0047A811	linker-pad			trailing 90/CC alignment fill
0x0007a820	0x3e	FUN_0047A820	unknown			-
0x0007a85e	0x2	FUN_0047A85E	linker-pad			trailing 90/CC alignment fill
0x0007a860	0x18	FUN_0047A860	unknown			-
0x0007a878	0x8	FUN_0047A878	linker-pad			trailing 90/CC alignment fill
0x0007a880	0x2b	FUN_0047A880	unknown			-
0x0007a8ab	0x5	FUN_0047A8AB	linker-pad			trailing 90/CC alignment fill
0x0007a8b0	0x7f	FUN_0047A8B0	unknown			-
0x0007a92f	0x1	FUN_0047A92F	linker-pad			trailing 90/CC alignment fill
0x0007a930	0xbd	FUN_0047A930	unknown			-
0x0007a9ed	0x3	FUN_0047A9ED	linker-pad			trailing 90/CC alignment fill
0x0007a9f0	0x66	FUN_0047A9F0	unknown			-
0x0007aa56	0xa	FUN_0047AA56	linker-pad			trailing 90/CC alignment fill
0x0007aa60	0x61	FUN_0047AA60	unknown			-
0x0007aac1	0xf	FUN_0047AAC1	linker-pad			trailing 90/CC alignment fill
0x0007aad0	0xce	FUN_0047AAD0	unknown			-
0x0007ab9e	0x2	FUN_0047AB9E	linker-pad			trailing 90/CC alignment fill
0x0007aba0	0x1bc	FUN_0047ABA0	unknown			-
0x0007ad5c	0x4	FUN_0047AD5C	linker-pad			trailing 90/CC alignment fill
0x0007ad60	0x68	FUN_0047AD60	unknown			-
0x0007adc8	0x8	FUN_0047ADC8	linker-pad			trailing 90/CC alignment fill
0x0007add0	0x82	FUN_0047ADD0	unknown			-
0x0007ae52	0xe	FUN_0047AE52	linker-pad			trailing 90/CC alignment fill
0x0007ae60	0x61	FUN_0047AE60	unknown			-
0x0007aec1	0xf	FUN_0047AEC1	linker-pad			trailing 90/CC alignment fill
0x0007aed0	0xeb	FUN_0047AED0	unknown			-
0x0007afbb	0x5	FUN_0047AFBB	linker-pad			trailing 90/CC alignment fill
0x0007afc0	0x21a	FUN_0047AFC0	unknown			-
0x0007b1da	0x6	FUN_0047B1DA	linker-pad			trailing 90/CC alignment fill
0x0007b1e0	0x3b	FUN_0047B1E0	unknown			-
0x0007b21b	0x5	FUN_0047B21B	linker-pad			trailing 90/CC alignment fill
0x0007b220	0x96	FUN_0047B220	unknown			-
0x0007b2b6	0xa	FUN_0047B2B6	linker-pad			trailing 90/CC alignment fill
0x0007b2c0	0xa1	FUN_0047B2C0	unknown			-
0x0007b361	0xf	FUN_0047B361	linker-pad			trailing 90/CC alignment fill
0x0007b370	0x39	FUN_0047B370	unknown			-
0x0007b3a9	0x7	FUN_0047B3A9	linker-pad			trailing 90/CC alignment fill
0x0007b3b0	0x39	FUN_0047B3B0	unknown			-
0x0007b3e9	0x7	FUN_0047B3E9	linker-pad			trailing 90/CC alignment fill
0x0007b3f0	0xd1	FUN_0047B3F0	unknown			-
0x0007b4c1	0xf	FUN_0047B4C1	linker-pad			trailing 90/CC alignment fill
0x0007b4d0	0x2d0	FUN_0047B4D0	unknown			-
0x0007b7a0	0x211	FUN_0047B7A0	unknown			-
0x0007b9b1	0xf	FUN_0047B9B1	linker-pad			trailing 90/CC alignment fill
0x0007b9c0	0x108	FUN_0047B9C0	unknown			-
0x0007bac8	0x2e	FUN_0047BAC8	unknown			-
0x0007baf6	0x20	FUN_0047BAF6	unknown			-
0x0007bb16	0x22	FUN_0047BB16	unknown			-
0x0007bb38	0x8	FUN_0047BB38	linker-pad			trailing 90/CC alignment fill
0x0007bb40	0x2e4	FUN_0047BB40	unknown			-
