rva	size	donor	donor_rva	symbol	unit	score	margin	target_strings	evidence
0x00001000	0xa0	pol20	0x000cc330	void soundManager::constructor(void)	BASE/soundmgr	0.588617	0.048081		shape=0.548;size=0.744;calls=1.000;alternate=buka21:?CallCatchBlock@@YAPAXPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAU_CONTEXT@@PBU_s_FuncInfo@@PAXHK@Z@0x000d9f63:0.476799
0x000010a0	0x1f	pol20	0x000d40b0	void setGlobalCRC(unsigned int)	BASE/Bzip	0.970000	0.000000		instruction-sequence;alternate=buka21:?_JumpToContinuation@@YGXPAXPAUEHRegistrationNode@@@Z@0x000d6a49:0.429882
0x000010bf	0x169	buka21	0x00065169	?Open@highScoreManager@@UAEHH@Z	SOURCE/HISCORE	0.779726	0.779726	highScoreManager|hiscore.bin|hiscore.bmp	shape=0.537;size=0.989;calls=0.923;strings=highScoreManager|hiscore.bin;alternate=pol20:int highScoreManager::Open(int);   // virtual [override (implements baseManager pure virtual)]@0x00089a96:0.772272
0x00001228	0x5d	pol20	0x00089be2	void highScoreManager::Close(void);   // virtual [override (implements baseManager pure virtual)]	SOURCE/HISCORE	0.970000	0.970000		instruction-sequence;alternate=buka21:??1textWidget@@UAE@XZ@0x000c31c0:0.584783
0x00001285	0x269	pol20	0x00089c40	int highScoreManager::Main(struct tag_message &);   // virtual [override (implements baseManager pure virtual)]	SOURCE/HISCORE	0.663334	0.164772		shape=0.660;size=0.898;calls=1.000;alternate=buka21:?Main@highScoreManager@@UAEHAAUtag_message@@@Z@0x00065325:0.479652
0x000014ee	0x672	pol20	0x00089e6a	void highScoreManager::Update(void)	SOURCE/HISCORE	0.749014	0.135093	%sCAMPAIGN.HS|%sSTANDARD.HS|.\DATA\|hiscore.bmp	shape=0.611;size=0.824;calls=0.730;strings=%sCAMPAIGN.HS|%sSTANDARD.HS|.\DATA\;alternate=buka21:?Update@highScoreManager@@QAEXXZ@0x000654ef:0.683474
0x00001b60	0x164	pol20	0x0008b310	void SetupRecruitWin(class heroWindow *, int, int, int, int, int)	SOURCE/RECRUIT	0.894221	0.234365	%s %s|%s%d|Available: |Recruit	shape=0.833;size=0.899;calls=0.929;strings=%s %s|%s%d|Available: ;alternate=buka21:?SetupRecruitWin@@YIXPAVheroWindow@@HHHHH@Z@0x0008c330:0.642179
0x00001cc4	0x282	pol20	0x0008b49c	int recruitUnit::Open(int);   // virtual [override (implements baseManager pure virtual)]	SOURCE/RECRUIT	0.823836	0.823836	recruit0.bin|recruit1.bin|recruitManager	shape=0.670;size=0.914;calls=1.000;strings=recruit0.bin|recruit1.bin|recruitManager;alternate=buka21:?Open@recruitUnit@@UAEHH@Z@0x0008c522:0.766621
0x00001f46	0xd1	pol20	0x0008b6e7	void recruitUnit::Close(void);   // virtual [override (implements baseManager pure virtual)]	SOURCE/RECRUIT	0.720117	0.720117	There is no room in the garrison for this army.	shape=0.460;size=0.905;calls=0.857;strings=There is no room in the garrison for this army.;alternate=buka21:?Close@recruitUnit@@UAEXXZ@0x0008c78d:0.515555
0x00002017	0x127	pol20	0x0008b7ce	void recruitUnit::Update(void)	SOURCE/RECRUIT	0.854191	0.227370	%s%d|Available: 	shape=0.689;size=0.983;calls=1.000;strings=%s%d|Available: ;alternate=buka21:?Update@recruitUnit@@QAEXXZ@0x0008c855:0.730023
0x0000213e	0x3e5	pol20	0x0008b8f0	int recruitUnit::Main(struct tag_message &);   // virtual [override (implements baseManager pure virtual)]	SOURCE/RECRUIT	0.388944	0.012429		shape=0.308;size=0.949;calls=0.231;alternate=buka21:?SplitArmy@townManager@@QAEXXZ@0x000a84b7:0.372999
0x00002523	0xd6	pol20	0x0008bd0b	void recruitUnit::constructor(class armyGroup *, int, short int *)	SOURCE/RECRUIT	0.704814	0.044681		shape=0.698;size=0.960;calls=1.000;alternate=buka21:??0recruitUnit@@QAE@PAVtown@@HH@Z@0x0008cdcb:0.559180
0x000025f9	0xf4	pol20	0x0008bdea	void recruitUnit::constructor(class town *, int, int)	SOURCE/RECRUIT	0.714071	0.084947		shape=0.709;size=0.972;calls=1.000;alternate=buka21:??0recruitUnit@@QAE@PAVtown@@HH@Z@0x0008cdcb:0.543110
0x000026ed	0x1c3	pol20	0x0008bee5	void QuickViewRecruit(class town *, int)	SOURCE/RECRUIT	0.715778	0.715778	recruiq0.bin|recruiq1.bin	shape=0.611;size=0.743;calls=0.727;strings=recruiq0.bin|recruiq1.bin;alternate=buka21:?QuickViewRecruit@@YIXPAVtown@@H@Z@0x0008ceaa:0.627669
0x000028b0	0x240	pol20	0x000c3d70	void * BaseAlloc(unsigned int, char *, int)	BASE/Misc	0.380038	0.049420		shape=0.135;size=0.915;calls=0.556;alternate=buka21:?LoadRemote@advManager@@QAEXXZ@0x00012c7a:0.340085
0x00002af0	0xf0	pol20	0x000a25e0	int searchArray::BuildPath(int, int, int, int, int)	SOURCE/SEARCH	0.441049	0.131525		shape=0.190;size=0.800;calls=1.000;alternate=buka21:?IncrementHourGlass@philAI@@QAEXXZ@0x00088b69:0.379860
0x00002be0	0xa60	pol20	0x000a26a0	void searchArray::SeedPosition(int, int, int, int, int, int, int, int, int, int, int, int)	SOURCE/SEARCH	0.536744	0.090154		shape=0.353;size=0.951;calls=0.913;alternate=buka21:?SeedPosition@searchArray@@QAEXHHHHHHHHHHHH@Z@0x000917d6:0.418459
0x00003640	0x59	pol20	0x00035290	void DDRestoreDisplayMode(void)	SOURCE/wingraph	0.688749	0.120243	D:\Heroes\Source\wingraph.cpp	shape=0.677;size=0.955;calls=1.000;alternate=buka21:?Autosave@ExpCampaign@@QAEXXZ@0x000b5102:0.494517
0x00003699	0x46	pol20	0x000352e5	int DDQueryNewPalette(void)	SOURCE/wingraph	1.000000	1.000000		normalized-instructions;alternate=buka21:?DDQueryNewPalette@@YIHXZ@0x000afc1a:0.451429
0x000036df	0x9b	pol20	0x0003532b	void CreatePrimary(void)	SOURCE/wingraph	0.714753	0.139822	D:\Heroes\Source\wingraph.cpp	shape=0.735;size=0.955;calls=1.000;alternate=buka21:?CallCatchBlock@@YAPAXPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAU_CONTEXT@@PBU_s_FuncInfo@@PAXHK@Z@0x000d9f63:0.499604
0x0000377a	0xeb	pol20	0x000353bf	void SetupClipper(void)	SOURCE/wingraph	0.634706	0.113122	D:\Heroes\Source\wingraph.cpp	shape=0.550;size=0.966;calls=1.000;alternate=buka21:?CallCatchBlock@@YAPAXPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAU_CONTEXT@@PBU_s_FuncInfo@@PAXHK@Z@0x000d9f63:0.473050
0x00003865	0x171	pol20	0x000354a2	void DDInitGraphics(void)	SOURCE/wingraph	0.618054	0.075550	D:\Heroes\Source\wingraph.cpp	shape=0.525;size=0.951;calls=1.000;alternate=buka21:?DDInitGraphics@@YIXXZ@0x000afd6f:0.478180
0x000039d6	0x592	pol20	0x00035601	int DDAppPaint(void *, void *)	SOURCE/wingraph	0.881553	0.881553	BltD|BltS|D:\Heroes\Source\wingraph.cpp|ResetDisplayMode	shape=0.811;size=0.931;calls=0.917;strings=ResetDisplayMode;alternate=buka21:?DDAppPaint@@YIHPAX0@Z@0x000afe8f:0.713701
0x00003f68	0x140	pol20	0x00035b31	void DDInitializePalette(void)	SOURCE/wingraph	0.794926	0.193818	D:\Heroes\Source\wingraph.cpp	shape=0.889;size=0.987;calls=1.000;alternate=buka21:?DDInitializePalette@@YIXXZ@0x000b0369:0.527076
0x000040a8	0xb3	pol20	0x00035c6d	int DDSetPalette(void)	SOURCE/wingraph	0.744443	0.228382	D:\Heroes\Source\wingraph.cpp	shape=0.786;size=0.978;calls=1.000;alternate=buka21:?DDSetPalette@@YIHXZ@0x000b047a:0.504845
0x0000415b	0x12a	pol20	0x00035d1c	struct IDirectDrawSurface * DDCreateSurface(unsigned long int, unsigned long int, int)	SOURCE/wingraph	0.769996	0.246537	D:\Heroes\Source\wingraph.cpp	shape=0.840;size=0.971;calls=1.000;alternate=buka21:?DDCreateSurface@@YIPAUIDirectDrawSurface@@KKH@Z@0x000b04f8:0.607502
0x00004285	0x3ee	pol20	0x00019e8c	int SplitArmyHandler(struct tag_message &)	SOURCE/TOWNMGR	0.452133	0.010484	Direct Draw Error #%d in file '%s' at Line #%d	shape=0.302;size=0.803;calls=0.714;alternate=buka21:?SplitArmyHandler@@YIHAAUtag_message@@@Z@0x000aaa2e:0.398017
0x00004673	0x11c	pol20	0x00036421	void DDUpdatePalette(signed char *)	SOURCE/wingraph	0.736426	0.211776	D:\Heroes\Source\wingraph.cpp	shape=0.764;size=0.986;calls=1.000;alternate=buka21:?DDUpdatePalette@@YAXPAC@Z@0x000b0c15:0.482125
0x0000478f	0x17f	pol20	0x00036539	void DDCleanUpWinGraphics(void)	SOURCE/wingraph	0.753842	0.262110	D:\Heroes\Source\wingraph.cpp	shape=0.806;size=0.979;calls=1.000;alternate=buka21:?DDCleanUpWinGraphics@@YIXXZ@0x000b0d03:0.511358
0x0000490e	0x2ea	pol20	0x000366b0	void DDSetFullScreenStatus(int)	SOURCE/wingraph	0.580224	0.146617	D:\Heroes\Source\wingraph.cpp	shape=0.430;size=0.965;calls=1.000;alternate=buka21:??0strip@@QAE@HHHKHPAVarmyGroup@@HHH@Z@0x000a18a0:0.490217
0x00004bf8	0x89	pol20	0x000369b5	int WGQueryNewPalette(void)	SOURCE/wingraph	1.000000	1.000000		normalized-instructions;alternate=buka21:?WGQueryNewPalette@@YIHXZ@0x000b10c6:0.582119
0x00004c81	0x151	pol20	0x00036a3e	void WGInitGraphics(void)	SOURCE/wingraph	0.970000	0.970000	h@GJ	instruction-sequence;alternate=buka21:?WGInitGraphics@@YIXXZ@0x000b1138:0.657093
0x00004dd2	0x1dd	pol20	0x00036b8f	void WGUpdatePalette(signed char *)	SOURCE/wingraph	0.757779	0.239283		shape=0.803;size=0.979;calls=1.000;alternate=buka21:?WGUpdatePalette@@YAXPAC@Z@0x000b1273:0.572794
0x00004faf	0x1d5	pol20	0x00036d76	void WGInitializePalette(void)	SOURCE/wingraph	1.000000	1.000000		normalized-instructions;alternate=buka21:?WGInitializePalette@@YIXXZ@0x000b1434:0.568032
0x00005184	0x1c0	pol20	0x00036f4b	int WGAppPaint(void *, void *)	SOURCE/wingraph	0.825971	0.415677		shape=0.954;size=0.991;calls=1.000;alternate=buka21:?WGAppPaint@@YIHPAX0@Z@0x000b15d6:0.604114
0x00005344	0x78	pol20	0x0003710f	void WGCleanUpWinGraphics(void)	SOURCE/wingraph	1.000000	1.000000		normalized-instructions;alternate=buka21:?WGCleanUpWinGraphics@@YIXXZ@0x000b1793:0.560374
0x000053bc	0x6c	pol20	0x00037187	void ConnectToDLLs(void)	SOURCE/wingraph	0.753649	0.753649	DDRAW.DLL|DirectDrawCreate|Error loading DDRAW.DLL	shape=0.548;size=0.844;calls=1.000;strings=DDRAW.DLL|DirectDrawCreate;alternate=buka21:?ConnectToDLLs@@YIXXZ@0x000b17fa:0.673744
0x00005428	0x29	pol20	0x00037207	void DisconnectDLLs(void)	SOURCE/wingraph	1.000000	1.000000		normalized-instructions;alternate=buka21:__global_unwind2@0x000d6d50:0.437154
0x00005451	0x2c	pol20	0x00037230	void RestoreDisplayMode(void)	SOURCE/wingraph	1.000000	1.000000		normalized-instructions;alternate=buka21:__global_unwind2@0x000d6d50:0.427576
0x0000547d	0x2e	pol20	0x0003725c	int SetPalette(void)	SOURCE/wingraph	1.000000	1.000000		normalized-instructions;alternate=buka21:__global_unwind2@0x000d6d50:0.424265
0x000054ab	0x81	pol20	0x0003728a	void GetGraphicsInfo(void)	SOURCE/wingraph	0.716325	0.108441		shape=0.719;size=0.977;calls=1.000;alternate=buka21:?GetGraphicsInfo@@YIXXZ@0x000b18a6:0.553360
0x0000552c	0x60	pol20	0x00037187	void ConnectToDLLs(void)	SOURCE/wingraph	0.492143	0.024883		shape=0.371;size=0.750;calls=1.000;alternate=buka21:?ConnectToDLLs@@YIXXZ@0x000b17fa:0.450588
0x0000558c	0x47	pol20	0x00096ca0	void EarlyShutdown(char *, char *)	SOURCE/KB	0.538951	0.015459		shape=0.407;size=0.803;calls=1.000;alternate=buka21:?Read@hero@@QAEXHC@Z@0x00060eb4:0.453486
0x000055d3	0x2c	pol20	0x000373ee	void InitializePalette(void)	SOURCE/wingraph	1.000000	1.000000		normalized-instructions;alternate=buka21:__global_unwind2@0x000d6d50:0.377576
0x000055ff	0x3a	pol20	0x00096ca0	void EarlyShutdown(char *, char *)	SOURCE/KB	0.555573	0.034690		shape=0.385;size=0.983;calls=1.000;alternate=buka21:?UpdatePalette@@YAXPAC@Z@0x000b19de:0.455956
0x00005639	0x31	pol20	0x00037452	void CleanUpWinGraphics(void)	SOURCE/wingraph	1.000000	1.000000		normalized-instructions;alternate=buka21:?CleanUpWinGraphics@@YIXXZ@0x000b1a06:0.379203
0x0000566a	0xb9	pol20	0x0009f92d	void CleanUpMenus(void)	SOURCE/KB	0.446592	0.008222		shape=0.273;size=0.827;calls=0.800;alternate=buka21:?SetFullScreenStatus@@YIXH@Z@0x000b1a25:0.430220
0x00005723	0x31	pol20	0x00037564	int QueryNewPalette(void)	SOURCE/wingraph	1.000000	1.000000		normalized-instructions;alternate=buka21:__global_unwind2@0x000d6d50:0.366599
0x00005754	0x1fc	buka21	0x000b1ae0	?SetGraphicsType@@YIHH@Z	SOURCE/wingraph	0.565182	0.094781		shape=0.434;size=0.909;calls=1.000;alternate=pol20:void advManager::ViewWorld(int, int, int)@0x000333c0:0.505675
0x00005950	0x169	pol20	0x0000d5e0	void advManager::StartCursor(int)	SOURCE/CURSOR	0.535759	0.114737		shape=0.382;size=0.864;calls=1.000;alternate=buka21:?AddManager@executive@@QAEHPAVbaseManager@@H@Z@0x000c52f0:0.440718
0x00005ab9	0x150	pol20	0x0000d718	void advManager::StopCursor(int)	SOURCE/CURSOR	0.506320	0.022696		shape=0.344;size=0.845;calls=1.000;alternate=buka21:?Select@button@@QAEFAAUtag_message@@@Z@0x000d3d70:0.349604
0x00005c09	0x5e4	pol20	0x0000d834	void advManager::DrawCursor(void)	SOURCE/CURSOR	0.524437	0.013587		shape=0.325;size=0.987;calls=0.833;alternate=buka21:?Deallocate@hero@@QAEXH@Z@0x000617f2:0.441044
0x000061ed	0x88	pol20	0x0000e198	int advManager::GetCursorBaseFrame(int)	SOURCE/CURSOR	0.641556	0.146672		shape=0.553;size=0.978;calls=1.000;alternate=buka21:?GetCursorBaseFrame@advManager@@QAEHH@Z@0x00033dde:0.375377
0x00006275	0x261	pol20	0x0000e21d	void advManager::TurnTo(int)	SOURCE/CURSOR	0.550918	0.047909		shape=0.365;size=0.982;calls=1.000;alternate=buka21:?DoHeroSplit@@YIXHH@Z@0x00064415:0.479457
0x000064d6	0x136	pol20	0x0006a0e7	int MapExtraPosAndAdjacentsSet(int, int, unsigned char)	SOURCE/ADVMGR	0.463268	0.001133		shape=0.256;size=0.794;calls=1.000;alternate=buka21:?CalcDifficultyRating@game@@QAEHXZ@0x0005eec6:0.430887
0x0000660c	0xe1e	pol20	0x00058d68	int advManager::ProcessSelect(struct tag_message *, class mapCell * *)	SOURCE/ADVMGR	0.508698	0.001933		shape=0.297;size=0.961;calls=0.922;alternate=buka21:?NewGameHandler@@YIHAAUtag_message@@@Z@0x0007734a:0.465899
0x0000742a	0x181	pol20	0x0000f753	void advManager::CheckAdjacentMon(int *)	SOURCE/CURSOR	0.689841	0.197814		shape=0.662;size=0.966;calls=1.000;alternate=buka21:?CheckAdjacentMon@advManager@@QAEXPAH@Z@0x000351c5:0.530646
0x000075ab	0x20a	pol20	0x0000f8c7	int advManager::ValidMoveWithEvent(class hero *, int)	SOURCE/CURSOR	0.395922	0.044836		shape=0.250;size=0.640;calls=1.000;alternate=buka21:?InitNewGame@game@@QAEXPAUSMapHeader@@@Z@0x000756e8:0.320281
0x000077b5	0x2a3	pol20	0x000a5900	int army::CanFit(int, int, int *)	SOURCE/FLY	0.403553	0.046819		shape=0.244;size=0.979;calls=0.000;alternate=buka21:?CalcDifficultyRating@game@@QAEHXZ@0x0005eec6:0.320871
0x00007a58	0x338	pol20	0x0000ff07	void advManager::MoveOrigin(int, int)	SOURCE/CURSOR	0.437629	0.005593		shape=0.276;size=0.712;calls=1.000;alternate=buka21:?UpdateHeroLocator@advManager@@QAEXHHH@Z@0x0000a491:0.343083
0x00007d90	0x1f1	pol20	0x00013900	void townObject::constructor(int, int, char *)	SOURCE/TOWNMGR	0.639603	0.639603	%s.icn|%s.tod	shape=0.514;size=0.728;calls=0.333;strings=%s.icn;alternate=buka21:??0townObject@@QAE@HHPAD@Z@0x000a4740:0.615649
0x00007f81	0x60	pol20	0x00013a6a	void townObject::~destructor(void)	SOURCE/TOWNMGR	0.970000	0.970000		instruction-sequence;alternate=buka21:??1townObject@@QAE@XZ@0x000a48cd:0.564007
0x00007fe1	0x117	pol20	0x00070779	void hero::CheckAnduranPieces(int)	SOURCE/HERO	0.455419	0.002385		shape=0.271;size=0.921;calls=0.571;alternate=buka21:?TransmitAndWait@@YIHPADHHCCPAPAD@Z@0x0008e5d3:0.433178
0x000080f8	0x74	pol20	0x00013f01	void townManager::constructor(void)	SOURCE/TOWNMGR	0.816379	0.001531		shape=1.000;size=0.897;calls=1.000;alternate=buka21:?_UnwindNestedFrames@@YGXPAUEHRegistrationNode@@PAUEHExceptionRecord@@@Z@0x000d6a92:0.487105
0x0000816c	0x7ec	pol20	0x0001436f	void townManager::SetupTown(void)	SOURCE/TOWNMGR	0.724494	0.073478	%s%s|Town Screen|advmice.mse|crst%04d.icn|port%04d.icn|strip.icn|townManager|townbkg%d.bmp|townwind.bin	shape=0.505;size=0.847;calls=0.887;strings=%s%s|Town Screen|port%04d.icn;alternate=buka21:?SetupTown@townManager@@QAEXXZ@0x000a51da:0.644440
0x00008958	0x1c4	pol20	0x00014cc9	void townManager::UnloadTown(void)	SOURCE/TOWNMGR	0.632953	0.187046		shape=0.618;size=0.976;calls=0.667;alternate=buka21:?ViewSpells@game@@QAEHPAVhero@@HP6IHAAUtag_message@@@ZH@Z@0x000546ee:0.480338
0x00008b1c	0x3b6	pol20	0x00014f62	void townManager::SetArmyCommand(int)	SOURCE/TOWNMGR	0.637739	0.100539		shape=0.545;size=0.997;calls=1.000;alternate=buka21:?SetArmyCommand@townManager@@QAEXH@Z@0x000a5e5c:0.546383
0x00008ed2	0x468	pol20	0x0001531b	void townManager::SetCommandAndText(struct tag_message &)	SOURCE/TOWNMGR	0.519023	0.066022		shape=0.475;size=0.764;calls=0.692;alternate=buka21:?Main@listBoxWidget@@UAEHAAUtag_message@@@Z@0x000cee60:0.453910
0x0000933a	0x74	pol20	0x000158e0	void townManager::ShowText(char *)	SOURCE/TOWNMGR	0.970000	0.970000		instruction-sequence;alternate=buka21:?ShowText@townManager@@QAEXPAD@Z@0x000a67ce:0.613333
0x000093ae	0x131f	pol20	0x0001595d	int townManager::Main(struct tag_message &);   // virtual [override (implements baseManager pure virtual)]	SOURCE/TOWNMGR	0.523099	0.216365	You must purchase a spell book to use the mage guild, but you currently have no room for a spell book.  Try giving one of your artifacts to another hero.|buybook.bin|caslwind.bin|magewind.bin|thiefwin.bin|wellwind.bin	shape=0.307;size=0.791;calls=0.463;strings=You must purchase a spell book to use the mage guild, but you currently have no room for a spell book.  Try giving one of your artifacts to another hero.|caslwind.bin|magewind.bin;alternate=buka21:?Main@townManager@@UAEHAAUtag_message@@@Z@0x000a6842:0.513026
0x0000a6cd	0x65f	pol20	0x0001718d	void townManager::DoCommand(int)	SOURCE/TOWNMGR	0.526908	0.020199		shape=0.488;size=0.767;calls=0.800;alternate=buka21:?Main@button@@UAEHAAUtag_message@@@Z@0x000d3890:0.450591
0x0000ad2c	0xa5	pol20	0x00017670	void townManager::RedrawTownScreen(void)	SOURCE/TOWNMGR	0.839276	0.205226		shape=1.000;size=0.954;calls=1.000;alternate=buka21:?RedrawTownScreen@townManager@@QAEXXZ@0x000a8413:0.647955
0x0000add1	0x37e	pol20	0x0001771d	void townManager::SplitArmy(void)	SOURCE/TOWNMGR	0.780928	0.054060	Garrison|Hero's Army|Move how many %s troops from %s to %s?|splitwin.bin	shape=0.533;size=0.989;calls=1.000;strings=Garrison|Hero's Army|Move how many %s troops from %s to %s?;alternate=buka21:?SplitArmy@townManager@@QAEXXZ@0x000a84b7:0.732616
0x0000b14f	0xce	pol20	0x000698a1	void advManager::EnableButtons(void)	SOURCE/ADVMGR	0.555692	0.000000		shape=0.475;size=0.967;calls=0.500;alternate=buka21:?SetColorMice@mouseManager@@QAEXH@Z@0x000ba460:0.457959
0x0000b21d	0xab	pol20	0x00017ab2	void townManager::ResetStrips(void)	SOURCE/TOWNMGR	0.970000	0.970000		instruction-sequence;alternate=buka21:??0border@@QAE@FFFFFFFPAD@Z@0x000cb120:0.517148
0x0000b2c8	0x95	pol20	0x00033315	void town::CalcNumLevelArchers(int *, int *)	SOURCE/TOWN	0.596126	0.065395		shape=0.467;size=0.937;calls=1.000;alternate=buka21:?CalcNumLevelArchers@town@@QAEXPAH0@Z@0x000a4663:0.434396
0x0000b35d	0xf8	pol20	0x00095dcd	void combatManager::CombatSystemOptions(void)	SOURCE/CMBTMGR	0.501598	0.017272	j%j$j	shape=0.324;size=0.976;calls=0.778;alternate=buka21:?DoTavern@townManager@@QAEXXZ@0x000aa903:0.448704
0x0000b455	0x1023	pol20	0x00017c9d	int townManager::BuyBuild(int, int, int)	SOURCE/TOWNMGR	0.759768	0.107226	D:\Heroes\Source\TOWNMGR.CPP|DwellCost|Mage Guild, Level %d|bigfont.fnt|buybuil%d.bin|resource.icn|smalfont.fnt	shape=0.531;size=0.942;calls=0.897;strings=Mage Guild, Level %d|bigfont.fnt|buybuil%d.bin;alternate=buka21:?BuyBuild@townManager@@QAEHHHH@Z@0x000a89fe:0.668468
0x0000c478	0x3a0	pol20	0x00018bd2	void townManager::BuildObj(int)	SOURCE/TOWNMGR	0.651803	0.354380	buildtwn.82M	shape=0.293;size=0.927;calls=0.933;strings=buildtwn.82M;alternate=buka21:?BuildObj@townManager@@QAEXH@Z@0x000a986a:0.630156
0x0000c818	0x4b5	pol20	0x00032632	void strip::DrawIcons(int)	SOURCE/STRIP	0.503124	0.030002		shape=0.317;size=0.812;calls=1.000;alternate=buka21:?DrawIcons@strip@@QAEXH@Z@0x000a1cb0:0.457585
0x0000cccd	0x24d	pol20	0x0006cbdb	void hero::UpdateArmies(void)	SOURCE/HERO	0.474445	0.052928		shape=0.351;size=0.791;calls=0.818;alternate=buka21:?ViewSpells@game@@QAEHPAVhero@@HP6IHAAUtag_message@@@ZH@Z@0x000546ee:0.411206
0x0000cf1a	0x331	pol20	0x00018fbb	void townManager::SetupMage(class heroWindow *)	SOURCE/TOWNMGR	0.589801	0.589801	The above spells are available here.	shape=0.289;size=0.830;calls=0.625;strings=The above spells are available here.;alternate=buka21:?SplitArmy@townManager@@QAEXXZ@0x000a84b7:0.485982
0x0000d24b	0x186	buka21	0x000278a0	?MoreTreesNear@combatManager@@QAEHXZ	SOURCE/CMBTMGR	0.360974	0.031170		shape=0.192;size=0.794;calls=0.500;alternate=pol20:void GenerateStandardFileName(char *, char *)@0x00071d89:0.355888
0x0000d3d1	0x2ec	pol20	0x0002dfc9	void combatManager::ShowEagleEyeSpell(class heroWindow *)	SOURCE/COMMAND	0.592444	0.206946	townwind.icn	shape=0.252;size=0.987;calls=0.381;strings=townwind.icn;alternate=buka21:?ShowEagleEyeSpell@combatManager@@QAEXPAVheroWindow@@@Z@0x0002e93a:0.575353
0x0000d6bd	0x484	pol20	0x0001b692	void GetCategoryStats(int, long int * const, signed char * const)	SOURCE/TOWNMGR	0.471746	0.052456		shape=0.321;size=0.834;calls=0.800;alternate=buka21:?GetCategoryStats@@YIXHQAJQAC@Z@0x000ac127:0.459458
0x0000db41	0xea	pol20	0x0001bbfc	void SortStats(long int * const, signed char * const)	SOURCE/TOWNMGR	0.635184	0.178137		shape=0.556;size=0.927;calls=1.000;alternate=buka21:?SortStats@@YIXQAJQAC@Z@0x000ac5c7:0.453570
0x0000dc2b	0x2f	pol20	0x000bdef6	int army::ValidMove(int)	SOURCE/PATH	0.636109	0.017403		shape=0.571;size=0.915;calls=1.000;alternate=buka21:?DrawString@font@@QAEXPADHHH@Z@0x000c3a30:0.438254
0x0000dc5a	0x981	pol20	0x0001436f	void townManager::SetupTown(void)	SOURCE/TOWNMGR	0.711275	0.051597	crst%04d.icn|port%04d.icn|rcrthero.bin	shape=0.376;size=0.984;calls=0.957;strings=port%04d.icn;alternate=buka21:?SetupTown@townManager@@QAEXXZ@0x000a51da:0.671037
0x0000e5db	0x155	pol20	0x00019c29	int TavernHandler(struct tag_message &)	SOURCE/TOWNMGR	0.672748	0.184514		shape=0.618;size=0.994;calls=1.000;alternate=buka21:?TavernHandler@@YIHAAUtag_message@@@Z@0x000aa7e3:0.461090
0x0000e730	0x136	buka21	0x000aa903	?DoTavern@townManager@@QAEXXZ	SOURCE/TOWNMGR	0.728216	0.728216	tavwin.bin	shape=0.467;size=0.965;calls=0.889;strings=tavwin.bin;alternate=pol20:void townManager::DoTavern(void)@0x00019d7c:0.707308
0x0000e866	0x726	pol20	0x0006e0be	void UpdateHeroScreenStatusBar(struct tag_message &)	SOURCE/HERO	0.535909	0.013105		shape=0.397;size=0.973;calls=0.692;alternate=buka21:?ViewSpellsHandler@@YIHAAUtag_message@@@Z@0x00054d5e:0.495137
0x0000ef8c	0x334	pol20	0x00019e8c	int SplitArmyHandler(struct tag_message &)	SOURCE/TOWNMGR	0.607658	0.086853		shape=0.479;size=0.985;calls=1.000;alternate=buka21:?SplitArmyHandler@@YIHAAUtag_message@@@Z@0x000aaa2e:0.500594
0x0000f2c0	0x311	pol20	0x0002a6d0	int combatManager::Main(struct tag_message &);   // virtual [override (implements baseManager pure virtual)]	SOURCE/COMMAND	0.570262	0.070204		shape=0.455;size=0.895;calls=0.889;alternate=buka21:?Main@combatManager@@UAEHAAUtag_message@@@Z@0x0002b850:0.520039
0x0000f5d1	0xd6	pol20	0x0002aa3d	int combatManager::ValidHexToStandOn(int)	SOURCE/COMMAND	0.519720	0.033963		shape=0.542;size=0.556;calls=1.000;alternate=buka21:?ValidHexToStandOn@combatManager@@QAEHH@Z@0x0002bb0e:0.417866
0x0000f6a7	0x7e9	pol20	0x0002abbe	void combatManager::SetCombatDirections(int)	SOURCE/COMMAND	0.705195	0.255504		shape=0.737;size=0.917;calls=1.000;alternate=buka21:?SetCombatDirections@combatManager@@QAEXH@Z@0x0002bc31:0.555396
0x0000fe90	0x620	pol20	0x0002b45f	void combatManager::CheckSetMouseDirection(int, int, int)	SOURCE/COMMAND	0.651673	0.170030		shape=0.567;size=0.982;calls=1.000;alternate=buka21:?CheckSetMouseDirection@combatManager@@QAEXHHH@Z@0x0002c389:0.473098
0x000104b0	0x34	pol20	0x000d4470	unsigned int minUInt32(unsigned int, unsigned int)	BASE/Bzip	0.639523	0.080787		shape=0.565;size=0.981;calls=1.000;alternate=buka21:?FindAudiereSample@@YIPAUAudiereSampleNode@@PAVsample@@@Z@0x000cc8b0:0.433090
0x000104e4	0x5bb	pol20	0x0002bb26	int combatManager::ProcessCombatMsg(struct tag_message &)	SOURCE/COMMAND	0.545879	0.545879	You have already cast a spell this round.|You have no hero to cast a spell.	shape=0.325;size=0.645;calls=0.630;strings=You have already cast a spell this round.|You have no hero to cast a spell.;alternate=buka21:?ProcessSearch@advManager@@QAEHHH@Z@0x00004692:0.491972
