rva	size	donor	donor_rva	symbol	unit	score	margin	target_strings	evidence
0x0005a478	0x10c	pol20	0x000a40e1	char * GetRemoteData(signed char)	SOURCE/REMOTE	0.625415	0.168923		shape=0.522;size=0.996;calls=1.000;alternate=buka21:?GetRemoteData@@YIPADC@Z@0x0008de92:0.517569
0x0005a584	0x4fe	pol20	0x0006785d	void advManager::TownGate(int)	SOURCE/ADVMGR	0.458811	0.013520	The other player's computer is not responding.  Do you wish to keep waiting for a response?	shape=0.263;size=0.850;calls=0.684;alternate=buka21:?ShowCampaignInfo@game@@QAEXHH@Z@0x000226d2:0.429006
0x0005aa82	0x15e	pol20	0x000a48e0	int TransmitAndWait(char *, int, int, signed char, signed char, char * *)	SOURCE/REMOTE	0.863828	0.281097	Error sending data.  Keep trying??	shape=0.740;size=0.986;calls=1.000;strings=Error sending data.  Keep trying??;alternate=buka21:?TransmitAndWait@@YIHPADHHCCPAPAD@Z@0x0008e5d3:0.561659
0x0005abe0	0x4c	pol20	0x000c70a0	void * font::scalar_dtor(unsigned int);   // virtual [introduces virtual]	BASE/FONT	0.496538	0.000000		shape=0.467;size=0.750;calls=0.500;alternate=buka21:___CxxFrameHandler@0x000d6ae1:0.430950
0x0005ac2c	0x1c	pol20	0x000bb734	void ExpCampaign::ResetBonusChoices(void)	SOURCE/X_CAMPGN	0.587927	0.000000		shape=0.611;size=0.683;calls=1.000;alternate=buka21:__global_unwind2@0x000d6d50:0.457500
0x0005ac48	0x2a	pol20	0x00054444	void swapManager::constructor(class hero *, class hero *)	SOURCE/SWAPMGR	0.735465	0.029989		shape=0.941;size=0.677;calls=1.000;alternate=buka21:?RedrawScreen@heroWindowManager@@QAEXXZ@0x000b7710:0.493351
0x0005ac72	0x53	pol20	0x00049373	void game::InitEntireCampaign(int)	SOURCE/Campaign	0.616284	0.062960	smackManager	shape=0.538;size=0.855;calls=1.000;alternate=buka21:??0baseManager@@QAE@XZ@0x000b5660:0.516074
0x0005acc5	0x1f	pol20	0x000d40b0	void setGlobalCRC(unsigned int)	BASE/Bzip	0.970000	0.000000		instruction-sequence;alternate=buka21:?_JumpToContinuation@@YGXPAXPAUEHRegistrationNode@@@Z@0x000d6a49:0.429882
0x0005ace4	0x975	pol20	0x0001436f	void townManager::SetupTown(void)	SOURCE/TOWNMGR	0.634337	0.040831	%s%s|Presents...|Press a Key to Continue...|SmackM1|SmackM2|SmackM2b|SmackM3b|\HEROES\ANIM\|bigfont.fnt	shape=0.265;size=0.989;calls=0.746;strings=%s%s;alternate=buka21:?SetupTown@townManager@@QAEXXZ@0x000a51da:0.629821
0x0005b659	0x97	pol20	0x000d1a30	void executive::CallManager(class baseManager *)	BASE/EXEC	0.530740	0.119925	Can't add manager!	shape=0.238;size=0.596;calls=0.714;strings=Can't add manager!;alternate=buka21:??0MIDIWrap@@QAE@PAD@Z@0x000ce520:0.485075
0x0005b6f0	0x14e	pol20	0x0001bce0	_WinMain@16	SOURCE/kbwin	0.905906	0.288496	Heroes|Heroes of Might and Magic|Only one copy of %s may run at a time|Startup Error	shape=0.812;size=0.976;calls=1.000;strings=Only one copy of %s may run at a time|Startup Error;alternate=buka21:?AppInit@@YIHPAX0HPAD@Z@0x00070f42:0.470096
0x0005b83e	0x2d6	pol20	0x0001be26	int AppInit(void *, void *, int, char *)	SOURCE/kbwin	0.781667	0.781667	Heroes|Heroes of Might and Magic|hInstApp	shape=0.634;size=0.880;calls=0.867;strings=Heroes|hInstApp;alternate=buka21:?AppInit@@YIHPAX0HPAD@Z@0x00070f42:0.682496
0x0005bb14	0x31	pol20	0x0001c15f	int AppIdle(void)	SOURCE/kbwin	1.000000	1.000000		normalized-instructions;alternate=buka21:?_JumpToContinuation@@YGXPAXPAUEHRegistrationNode@@@Z@0x000d6a49:0.449592
0x0005bb45	0x617	pol20	0x0001c190	long int AppWndProc(void *, unsigned int, unsigned int, long int)	SOURCE/kbwin	0.779912	0.373031	Are you sure you want to quit?	shape=0.604;size=0.902;calls=0.893;strings=Are you sure you want to quit?;alternate=buka21:?AppWndProc@@YGJPAXIIJ@Z@0x00071248:0.508573
0x0005c15c	0x90	pol20	0x0001c70e	int AppAbout(void *, unsigned int, unsigned int, long int)	SOURCE/kbwin	1.000000	1.000000		normalized-instructions;alternate=buka21:?AppAbout@@YGHPAXIIJ@Z@0x00071883:0.504323
0x0005c1ec	0x1a	pol20	0x0001c79e	void AppExit(void)	SOURCE/kbwin	1.000000	1.000000		normalized-instructions;alternate=buka21:__ui64toa@0x000e5fed:0.453443
0x0005c206	0xca	pol20	0x0001c7b8	void Process1WindowsMessage(void)	SOURCE/kbwin	0.765481	0.297962		shape=0.821;size=0.990;calls=1.000;alternate=buka21:?Process1WindowsMessage@@YIXXZ@0x000718f9:0.631126
0x0005c2d0	0x127	pol20	0x0001c880	void ResizeWindow(int, int, int, int)	SOURCE/kbwin	0.683689	0.201453		shape=0.707;size=0.902;calls=1.000;alternate=buka21:?ResizeWindow@@YIXHHHH@Z@0x0007199a:0.562416
0x0005c3f7	0x185	pol20	0x0001c9c7	long int AppCommand(void *, unsigned int, unsigned int, long int)	SOURCE/kbwin	0.723020	0.723020	.\HELP\HEROES.HLP|HEROES	shape=0.410;size=0.956;calls=1.000;strings=HEROES;alternate=buka21:?AppCommand@@YIJPAXIIJ@Z@0x00071abf:0.642433
0x0005c57c	0xd0	pol20	0x0001cb5e	void UpdateDfltMenu(void *)	SOURCE/kbwin	0.711032	0.315200		shape=0.719;size=0.967;calls=1.000;alternate=buka21:?UpdateDfltMenu@@YIXPAX@Z@0x00071c20:0.546929
0x0005c64c	0xaa	pol20	0x0001cc35	void KBChangeMenu(void *)	SOURCE/kbwin	0.637907	0.131460		shape=0.533;size=0.988;calls=1.000;alternate=buka21:?KBChangeMenu@@YIXPAX@Z@0x00071cd1:0.545069
0x0005c6f6	0x135	pol20	0x0001cce1	void SetMenuStatus(int)	SOURCE/kbwin	0.571913	0.015702		shape=0.475;size=0.888;calls=1.000;alternate=buka21:?SetupNetworkGame@game@@QAEHXZ@0x00092a44:0.532451
0x0005c82b	0x79	pol20	0x0001ce3d	void SetNoDialogMenus(int)	SOURCE/kbwin	0.606595	0.143885		shape=0.474;size=0.984;calls=1.000;alternate=buka21:?SetNoDialogMenus@@YIXH@Z@0x00071e77:0.510874
0x0005c8a4	0x15a	pol20	0x0001ceb8	void SetMenus(void *, int)	SOURCE/kbwin	0.747080	0.223148		shape=0.778;size=0.997;calls=1.000;alternate=buka21:?SetMenus@@YIXPAXH@Z@0x00071eca:0.495272
0x0005c9fe	0x1a3	pol20	0x000c8d20	unsigned long int resourceManager::GetFileSize(unsigned long int)	BASE/RESMGR	0.492125	0.019438		shape=0.380;size=0.597;calls=1.000;alternate=buka21:?Close@mouseManager@@UAEXXZ@0x000b92a0:0.377800
0x0005cba1	0x20d	pol20	0x000333c0	void advManager::ViewWorld(int, int, int)	SOURCE/Viewwrld	0.459871	0.005361	HEROES.CFG	shape=0.256;size=0.854;calls=0.867;alternate=buka21:?ShowSkeletons@combatManager@@QAEXPAVheroWindow@@@Z@0x0002e715:0.426812
0x0005cdae	0x523	pol20	0x000c5570	void WritePrefsToRegistry(void)	BASE/Misc	0.559860	0.048596	AppPath|Autosave|Blackout Computer|CD Offset|CDDrive|Current Map Offset|Direct Connect Baud Rate|Direct Connect Com Port|Editor Full Screen|Editor Height|Editor Show Menu|Editor Width|Editor X|Editor Y|First Map Offset|Main Game Full Screen|Main Game Height|Main Game Show Menu|Main Game Width|Main Game X|Main Game Y|Modem Baud Rate|Modem Com Port|Modem Init String|Music Volume|SOFTWARE\New World Computing\Heroes of Might and Magic\1.0|Show Route|Slow Video|Sound Quality|Sound Volume|Walk Speed	shape=0.107;size=0.889;calls=0.891;strings=Autosave|Blackout Computer|Current Map Offset;alternate=buka21:?WritePrefsToRegistry@@YIXXZ@0x000bedd0:0.512867
0x0005d2d1	0x15	pol20	0x0001d011	long int KBTickCount(void)	SOURCE/kbwin	0.970000	0.970000		instruction-sequence;alternate=buka21:__ui64toa@0x000e5fed:0.488462
0x0005d2e6	0x8a	pol20	0x0008c920	int GetMapHeader(char *, struct SMapHeader *)	SOURCE/REQUEST	0.567088	0.004281	HEROES.CFG	shape=0.486;size=0.928;calls=0.667;alternate=buka21:?LogTruncate@@YIXXZ@0x000bf990:0.523583
0x0005d370	0x3d0	buka21	0x000bedd0	?WritePrefsToRegistry@@YIXXZ	BASE/Misc	0.558764	0.155779	Autosave|Blackout Computer|CD Offset|Current Map Offset|Direct Connect Baud Rate|Direct Connect Com Port|Editor Full Screen|Editor Height|Editor Show Menu|Editor Width|Editor X|Editor Y|First Map Offset|Main Game Full Screen|Main Game Height|Main Game Show Menu|Main Game Width|Main Game X|Main Game Y|Modem Baud Rate|Modem Com Port|Modem Init String|Music Volume|SOFTWARE\New World Computing\Heroes of Might and Magic\1.0|Show Route|Slow Video|Sound Quality|Sound Volume|Walk Speed	shape=0.550;size=0.795;calls=0.681;alternate=pol20:void WritePrefsToRegistry(void)@0x000c5570:0.534920
0x0005d740	0x1a	pol20	0x0001c79e	void AppExit(void)	SOURCE/kbwin	1.000000	1.000000		normalized-instructions;alternate=buka21:__ui64toa@0x000e5fed:0.453443
0x0005d75a	0x4c5	buka21	0x000bf370	?SetupCDDrive@@YIHXZ	BASE/Misc	0.630488	0.630488	%c:%s|%c:\_autorun\autorun.exe|%s\_autorun\autorun.exe|.\DATA\HEROES.AGG|CDDrive|SOFTWARE\New World Computing\Heroes of Might and Magic\1.0|\HEROES\ANIM\|\HEROES\SOUND\|close CD|h8oL|info CD UPC wait|open %c: type cdaudio alias CD	shape=0.432;size=0.707;calls=0.692;strings=%c:%s;alternate=pol20:int SetupCDDrive(void)@0x000c5a60:0.568526
0x0005dc1f	0x7c	pol20	0x00009e05	void game::SetupResources(void)	SOURCE/Overview	0.563374	0.017515		shape=0.513;size=0.939;calls=0.500;alternate=buka21:?SetWinText@@YIXPAVheroWindow@@H@Z@0x0006f4ca:0.447557
0x0005dc9b	0x16	pol20	0x0001d011	long int KBTickCount(void)	SOURCE/kbwin	1.000000	1.000000		normalized-instructions;alternate=buka21:__ui64toa@0x000e5fed:0.495128
0x0005dcb1	0x63	buka21	0x000bde90	?ProcessAssert@@YIXHPADH@Z	BASE/Misc	0.598916	0.598916	Assert Failure|Assert statement failed in module %s, line %d.	shape=0.279;size=0.853;calls=0.600;strings=Assert Failure;alternate=pol20:void ProcessAssert(int, char *, int)@0x000c47f0:0.543916
0x0005dd14	0x65	pol20	0x00070e47	int playerData::HasMobileHero(void)	SOURCE/GAME	0.577032	0.085884		shape=0.409;size=1.000;calls=1.000;alternate=buka21:?FindToken@@YIPADPADD@Z@0x000bdf90:0.488084
0x0005dd79	0x67	pol20	0x000c8e20	void resourceManager::SavePosition(void)	BASE/RESMGR	0.465664	0.003032		shape=0.310;size=0.796;calls=1.000;alternate=buka21:?FindLastToken@@YIPADPADD@Z@0x000bdff0:0.464330
0x0005dde0	0x1f1a	pol20	0x0001595d	int townManager::Main(struct tag_message &);   // virtual [override (implements baseManager pure virtual)]	SOURCE/TOWNMGR	0.580796	0.098852	"  Unfortunately, you have no Magic Book to record the spell with.| $$!$$$$$$$$$$$$""#j|%s %s|%s'%s'.|Shrine - Player Rankings|Treasure|You cannot pick up this artifact, you already have a full load!|thiefwin.bin"	shape=0.301;size=0.778;calls=0.796;strings=thiefwin.bin;alternate=buka21:?Main@townManager@@UAEHAAUtag_message@@@Z@0x000a6842:0.557288
0x0005fcfa	0x1d7	pol20	0x000108a1	void advManager::ProcessIncomingSingleMapChange(struct SMapChange *)	SOURCE/CURSOR	0.459765	0.036678		shape=0.280;size=0.938;calls=0.600;alternate=buka21:?HandleViewGeneral@@YIHAAUtag_message@@@Z@0x000adba9:0.418890
0x0005fed1	0xcd	buka21	0x00041f0d	?HeroSwap@advManager@@QAEXPAVhero@@0@Z	SOURCE/EVENTS	0.621863	0.028933		shape=0.591;size=0.854;calls=1.000;alternate=pol20:void advManager::HeroSwap(class hero *, class hero *)@0x000aea02:0.583028
0x0005ff9e	0x1bf	pol20	0x000af87c	void advManager::TownEvent(class mapCell *, int, int)	SOURCE/EVENTS	0.634315	0.101013		shape=0.553;size=0.943;calls=1.000;alternate=buka21:?TownEvent@advManager@@QAEXPAVmapCell@@HH@Z@0x00042d86:0.530630
0x0006015d	0x243	buka21	0x00043df6	?HouseEvent@advManager@@QAEXPAVhero@@PAVmapCell@@@Z	SOURCE/EVENTS	0.326018	0.036461		shape=0.137;size=0.997;calls=0.000;alternate=pol20:char * advManager::CheckHandleNet(void)@0x0006931e:0.322773
0x000603a0	0xde	pol20	0x000aff6c	void advManager::EventWindow(int, int, char *, int, int, int, int, int)	SOURCE/EVENTS	0.669314	0.669314	Event ID %d	shape=0.379;size=0.896;calls=0.800;strings=Event ID %d;alternate=buka21:?EventWindow@advManager@@QAEXHHPADHHHHH@Z@0x00043340:0.574046
0x0006047e	0xa9	pol20	0x000b0033	int GiveArtifact(class hero *, int, int, signed char)	SOURCE/EVENTS	0.526145	0.093420		shape=0.473;size=0.929;calls=0.333;alternate=buka21:?ShowSpellCastFailure@combatManager@@QAEXPAVarmy@@H@Z@0x000a0a4b:0.409841
0x00060527	0x5f	pol20	0x000b00e9	int advManager::GiveRandomArtifact(class hero *)	SOURCE/EVENTS	0.643560	0.075338		shape=0.545;size=0.989;calls=1.000;alternate=buka21:?GiveRandomArtifact@advManager@@QAEHPAVhero@@@Z@0x0004347b:0.483471
0x00060586	0xb0	pol20	0x00086296	int CalcFileCRC(char *)	SOURCE/GAME	0.533015	0.059698	D:\Heroes\Source\EVENTS.CPP	shape=0.404;size=0.972;calls=0.625;alternate=buka21:?CallCatchBlock@@YAPAXPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAU_CONTEXT@@PBU_s_FuncInfo@@PAXHK@Z@0x000d9f63:0.482846
0x00060636	0x5a	pol20	0x00098558	char toupper(char)	SOURCE/KB	0.490108	0.065874		shape=0.351;size=0.756;calls=1.000;alternate=buka21:?_DestructExceptionObject@@YAXPAUEHExceptionRecord@@E@Z@0x000da26c:0.331091
0x00060690	0xec	buka21	0x000435ad	?RecruitEvent@advManager@@QAEXPAVhero@@HPAVmapCell@@@Z	SOURCE/EVENTS	0.608108	0.069967		shape=0.542;size=0.949;calls=0.833;alternate=pol20:void advManager::RecruitEvent(class hero *, int, class mapCell *)@0x000b022e:0.592628
0x0006077c	0x2e0	pol20	0x000b07e5	int advManager::GhostEvent(class hero *, class mapCell *, char *, int, int)	SOURCE/EVENTS	0.690931	0.092214		shape=0.677;size=0.968;calls=1.000;alternate=buka21:?GhostEvent@advManager@@QAEHPAVhero@@PAVmapCell@@PADHH@Z@0x00043b2a:0.581832
0x00060a5c	0x11e	pol20	0x000c063b	void UpdateArenaIcons(void)	SOURCE/x_arena	0.485298	0.012543		shape=0.318;size=0.851;calls=0.714;alternate=buka21:?RecruitHeroHandler@@YIHAAUtag_message@@@Z@0x000688c4:0.454189
0x00060b7a	0x200	pol20	0x0009c111	void InitVars(void)	SOURCE/KB	0.471239	0.010341		shape=0.326;size=0.998;calls=0.615;alternate=buka21:?Open@townManager@@UAEHH@Z@0x000a4f5d:0.444344
0x00060d7a	0x243	pol20	0x00032f54	void town::Deallocate(void)	SOURCE/TOWN	0.415257	0.019209		shape=0.312;size=0.575;calls=1.000;alternate=buka21:?Open@recruitUnit@@UAEHH@Z@0x0008c522:0.360428
0x00060fbd	0x200	pol20	0x000b1973	void advManager::TransferArtifacts(class hero *, class hero *)	SOURCE/EVENTS	0.761239	0.761239	As you reach for the %s, it mysteriously disappears.	shape=0.558;size=0.932;calls=0.800;strings=As you reach for the %s, it mysteriously disappears.;alternate=buka21:?TransferArtifacts@advManager@@QAEXPAVhero@@0@Z@0x00044949:0.505054
0x000611bd	0x7d	pol20	0x000b1b50	void advManager::HeroLoses(class hero *)	SOURCE/EVENTS	0.772480	0.185270		shape=0.846;size=0.984;calls=1.000;alternate=buka21:?HeroLoses@advManager@@QAEXPAVhero@@@Z@0x00044afb:0.567256
0x0006123a	0x137	pol20	0x000b1bcf	void advManager::DoWhirlpool(class hero *)	SOURCE/EVENTS	0.635128	0.130522		shape=0.538;size=0.984;calls=1.000;alternate=buka21:?DoWhirlpool@advManager@@QAEXPAVhero@@@Z@0x00044b68:0.515247
0x00061371	0x113	pol20	0x000b1d01	void advManager::FizzleCenter(int)	SOURCE/EVENTS	0.799294	0.269245	killfade.82M|pickup%02d.82M	shape=0.673;size=0.854;calls=0.800;strings=killfade.82M|pickup%02d.82M;alternate=buka21:?FizzleCenter@advManager@@QAEXH@Z@0x00044c80:0.628535
0x00061484	0x1141	pol20	0x0000e51f	class mapCell * advManager::MoveHero(int, int, int *, int *, int *, int, int *, int)	SOURCE/CURSOR	0.516995	0.041400		shape=0.302;size=0.948;calls=0.931;alternate=buka21:?MoveHero@advManager@@QAEPAVmapCell@@HHPAH00H0H@Z@0x000340ca:0.492947
0x000625c5	0x19a	pol20	0x000bdbf0	int army::FindPath(int, int, int, int, int)	SOURCE/PATH	0.464425	0.020776		shape=0.307;size=0.805;calls=1.000;alternate=buka21:?DoAdvance@@YIXPAUSmackTag@@HHHH@Z@0x0009457f:0.425644
0x0006275f	0x152	pol20	0x00035d1c	struct IDirectDrawSurface * DDCreateSurface(unsigned long int, unsigned long int, int)	SOURCE/wingraph	0.462279	0.062518		shape=0.293;size=0.908;calls=0.800;alternate=buka21:?GetLossConditionText@game@@QAEXPAD@Z@0x000792d5:0.439456
0x000628b1	0x18f	pol20	0x000b5c40	int advManager::DoNetCombat(char *)	SOURCE/EVENTS	0.640314	0.079949		shape=0.608;size=0.860;calls=1.000;alternate=buka21:?DoNetCombat@advManager@@QAEHPAD@Z@0x00048b04:0.634004
0x00062a40	0x5c6	pol20	0x000b5e10	int advManager::DoCombat(int, int, class hero *, class armyGroup *, class town *, class hero *, class armyGroup *, int, int, int, int)	SOURCE/EVENTS	0.783303	0.783303	%s player's %s is under attack!|Hero|Town|h gL	shape=0.584;size=0.916;calls=0.927;strings=Hero|Town;alternate=buka21:?DoCombat@advManager@@QAEHHHPAVhero@@PAVarmyGroup@@PAVtown@@01HHHH@Z@0x00048c95:0.590184
0x00063006	0x2da	pol20	0x000b645e	void advManager::SendHeroTownData(int, int, class hero *, class armyGroup *, class town *, class hero *, class armyGroup *, int, int, int, int, int, int, int)	SOURCE/EVENTS	0.554614	0.040382		shape=0.525;size=0.830;calls=0.684;alternate=buka21:?SendHeroTownData@advManager@@QAEXHHPAVhero@@PAVarmyGroup@@PAVtown@@01HHHHHHH@Z@0x0004927c:0.543308
0x000632e0	0x350	pol20	0x000b67cd	void advManager::ReceiveHeroTownData(char *, int *, int *, int *, class hero * *, class armyGroup * *, class town * *, class hero * *, class armyGroup * *, int *, int *, int *, signed char *, signed char *, signed char *)	SOURCE/EVENTS	0.667548	0.667548	Error receiving data.  Keep trying??|Game canceled.	shape=0.422;size=0.756;calls=0.909;strings=Game canceled.;alternate=buka21:?ReceiveHeroTownData@advManager@@QAEXPADPAH11PAPAVhero@@PAPAVarmyGroup@@PAPAVtown@@23111PAC55@Z@0x00049582:0.493176
0x00063630	0x2de	pol20	0x00032230	void strip::constructor(int, int, int, unsigned long int, int, class armyGroup *, int, int, int)	SOURCE/STRIP	0.763391	0.050822	monsters.icn|smalfont.fnt|strip.icn	shape=0.602;size=0.869;calls=0.800;strings=strip.icn;alternate=buka21:??0strip@@QAE@HHHKHPAVarmyGroup@@HHH@Z@0x000a18a0:0.710816
0x0006390e	0x112	pol20	0x000324ae	void strip::~destructor(void)	SOURCE/STRIP	0.694563	0.100604		shape=0.745;size=0.846;calls=1.000;alternate=buka21:??1strip@@QAE@XZ@0x000a1b50:0.560366
0x00063a20	0x42	pol20	0x000325f2	void strip::Draw(void)	SOURCE/STRIP	0.970000	0.970000		instruction-sequence;alternate=buka21:?Draw@strip@@QAEXXZ@0x000a1c7b:0.508282
0x00063a62	0x26e	pol20	0x00043980	void philAI::TownEvent(class mapCell *, class hero *, int, int)	SOURCE/PHILAI	0.480260	0.013867		shape=0.295;size=0.886;calls=0.900;alternate=buka21:?SplitArmy@townManager@@QAEXXZ@0x000a84b7:0.435979
0x00063cd0	0x37	pol20	0x00032a05	void strip::DrawFrame(void)	SOURCE/STRIP	0.832109	0.071219		shape=1.000;size=0.927;calls=1.000;alternate=buka21:?RestoreUnderlying@mouseManager@@QAEXXZ@0x000ba270:0.537227
0x00063d07	0xfe	pol20	0x00032a38	void bankBox::constructor(int, int, class playerData *)	SOURCE/STRIP	0.721907	0.721907	bankbox.bin	shape=0.600;size=0.701;calls=0.833;strings=bankbox.bin;alternate=buka21:??0bankBox@@QAE@HHPAVplayerData@@@Z@0x000a2055:0.721149
0x00063e05	0x43	pol20	0x00032aea	void bankBox::~destructor(void)	SOURCE/STRIP	1.000000	1.000000		normalized-instructions;alternate=buka21:?Close@highScoreManager@@UAEXXZ@0x000652d6:0.518214
0x00063e48	0xc8	pol20	0x00032b2d	void bankBox::Update(int)	SOURCE/STRIP	0.660187	0.108959		shape=0.596;size=0.976;calls=1.000;alternate=buka21:?Update@bankBox@@QAEXH@Z@0x000a215f:0.544654
0x00063f10	0x6b	pol20	0x00032c00	void town::constructor(void)	SOURCE/TOWN	0.833420	0.002880		shape=1.000;size=0.944;calls=1.000;alternate=buka21:??0hero@@QAE@XZ@0x00060e50:0.478519
0x00063f7b	0x55	pol20	0x00032c65	int town::HasGarrison(void)	SOURCE/TOWN	0.683919	0.063205		shape=0.645;size=0.988;calls=1.000;alternate=buka21:?HasSomeUndead@armyGroup@@QAEHXZ@0x000217a8:0.445408
0x00063fd0	0xe1	pol20	0x00032cb9	void town::GiveSpells(class hero *)	SOURCE/TOWN	0.515989	0.016640		shape=0.434;size=0.824;calls=0.667;alternate=buka21:?GiveSpells@town@@QAEXPAVhero@@@Z@0x000a4089:0.430933
0x000640b1	0x17c	buka21	0x000a42d0	?Deallocate@town@@QAEXXZ	SOURCE/TOWN	0.404639	0.040983		shape=0.139;size=0.782;calls=1.000;alternate=pol20:int game::GetTownId(int, int)@0x00071c80:0.356636
0x0006422d	0xa5	pol20	0x000cf8b0	void heroWindow::RestoreBackground(void)	BASE/WINDOW	0.600600	0.020233		shape=0.525;size=0.915;calls=1.000;alternate=buka21:?RestoreDropBackground@dropListWidget@@QAEXXZ@0x000d0f10:0.512023
0x000642d2	0x15e	pol20	0x00032f54	void town::Deallocate(void)	SOURCE/TOWN	0.663257	0.239295		shape=0.634;size=0.951;calls=1.000;alternate=buka21:?Deallocate@town@@QAEXXZ@0x000a42d0:0.503229
0x00064430	0x40	pol20	0x00032aea	void bankBox::~destructor(void)	SOURCE/STRIP	0.603607	0.041888		shape=0.500;size=0.955;calls=1.000;alternate=buka21:?Close@highScoreManager@@UAEXXZ@0x000652d6:0.418713
0x00064470	0x54	pol20	0x000d7a60	void ioError(void)	BASE/Bzip	0.483448	0.000000	D:\Heroes\Source\NOOPT.CPP	shape=0.314;size=0.881;calls=0.800;alternate=buka21:?_UnwindNestedFrames@@YGXPAUEHRegistrationNode@@PAUEHExceptionRecord@@@Z@0x000d6a92:0.397180
0x000644c4	0x23	pol20	0x000bb734	void ExpCampaign::ResetBonusChoices(void)	SOURCE/X_CAMPGN	0.575659	0.000000		shape=0.600;size=0.854;calls=0.500;alternate=buka21:__global_unwind2@0x000d6d50:0.440405
0x000644e7	0x39	pol20	0x0003525a	void DelayTilMilli(long int)	SOURCE/NOOPT	0.545923	0.020730		shape=0.458;size=0.895;calls=1.000;alternate=buka21:___lc_lctostr@0x000dbabd:0.412925
0x00064520	0x783	pol20	0x000c0790	int combatManager::AICheckRetreat(void)	SOURCE/AI	0.681355	0.290003		shape=0.732;size=0.850;calls=1.000;alternate=buka21:?AICheckRetreat@combatManager@@QAEHXZ@0x00015a60:0.550932
0x00064ca3	0x9ce	pol20	0x0003fed2	int philAI::FightValueOfStack(class armyGroup *, class hero *, int, int, int, int)	SOURCE/PHILAI	0.480030	0.006646		shape=0.285;size=0.819;calls=0.941;alternate=buka21:?DoVictory@combatManager@@QAEXH@Z@0x0002f601:0.452112
0x00065671	0xca	pol20	0x000c282b	int combatManager::GetMirrorImageMask(int)	SOURCE/AI	0.559481	0.019384		shape=0.384;size=0.950;calls=1.000;alternate=buka21:?GetOutOfItMask@combatManager@@QAEHH@Z@0x000179cf:0.446417
0x0006573b	0xbb	pol20	0x000c282b	int combatManager::GetMirrorImageMask(int)	SOURCE/AI	0.564520	0.012857		shape=0.386;size=0.974;calls=1.000;alternate=buka21:?_CallSETranslator@@YAHPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAX2PBU_s_FuncInfo@@H1@Z@0x000d6baa:0.347577
0x000657f6	0xd7	pol20	0x000c2cf4	int combatManager::GetTraitorMask(int)	SOURCE/AI	0.555160	0.011813		shape=0.355;size=0.995;calls=1.000;alternate=buka21:?GetOutOfItMask@combatManager@@QAEHH@Z@0x000179cf:0.433871
0x000658cd	0xb3	pol20	0x000c2fbb	int combatManager::GetWorstArmy(int, int)	SOURCE/AI	0.539605	0.073690		shape=0.369;size=0.923;calls=1.000;alternate=buka21:?GetWorstArmy@combatManager@@QAEHHH@Z@0x00017cce:0.427825
0x00065980	0xb3	pol20	0x000c2fbb	int combatManager::GetWorstArmy(int, int)	SOURCE/AI	0.569419	0.103504		shape=0.435;size=0.923;calls=1.000;alternate=buka21:?_CallSETranslator@@YAHPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAX2PBU_s_FuncInfo@@H1@Z@0x000d6baa:0.392259
0x00065a33	0x109	pol20	0x0004a4e2	void hexcell::DrawUpperDeadOccupant(void)	SOURCE/HEXCELL	0.481618	0.006261		shape=0.321;size=0.755;calls=1.000;alternate=buka21:?SaveAndDraw@mouseManager@@QAEXXZ@0x000ba160:0.407119
0x00065b3c	0xbb	pol20	0x000c31ec	unsigned long int combatManager::GetStrength(int, int)	SOURCE/AI	0.577106	0.125443		shape=0.420;size=0.969;calls=1.000;alternate=buka21:?_CallSETranslator@@YAHPAUEHExceptionRecord@@PAUEHRegistrationNode@@PAX2PBU_s_FuncInfo@@H1@Z@0x000d6baa:0.397577
0x00065bf7	0x1b0	pol20	0x000c32ad	int combatManager::AttemptAttack(class army *, int, int)	SOURCE/AI	0.582256	0.095081		shape=0.429;size=0.975;calls=1.000;alternate=buka21:?AttemptAttack@combatManager@@QAEHPAVarmy@@HH@Z@0x00017f42:0.458753
0x00065da7	0x2a9	pol20	0x000a5900	int army::CanFit(int, int, int *)	SOURCE/FLY	0.495992	0.035655		shape=0.235;size=0.971;calls=1.000;alternate=buka21:?TownEvent@philAI@@QAEXPAVmapCell@@PAVhero@@HH@Z@0x00088c35:0.390638
0x00066050	0x20f	pol20	0x000c35ea	int combatManager::WalkTowardArmyFront(class army *, int, int)	SOURCE/AI	0.565297	0.057966		shape=0.417;size=0.915;calls=1.000;alternate=buka21:?WalkTowardArmyFront@combatManager@@QAEHPAVarmy@@HH@Z@0x000181fe:0.511035
0x0006625f	0x231	pol20	0x000c382a	int combatManager::WalkTowardArmy(class army *, int, int)	SOURCE/AI	0.567861	0.048605		shape=0.394;size=0.967;calls=1.000;alternate=buka21:?WalkTowardArmy@combatManager@@QAEHPAVarmy@@HH@Z@0x00018405:0.490335
0x00066490	0xc9	pol20	0x0004a8c0	void army::constructor(void)	SOURCE/ARMY	0.833244	0.228943		shape=1.000;size=0.971;calls=1.000;alternate=buka21:??0army@@QAE@XZ@0x00018650:0.485462
